site,depth,lateral,time,test,location,values,num_test
1,1,1,0,pH,P2.A,7.62,TRUE
1,1,1,0,pH,P2.B,7.62,TRUE
1,1,1,0,pH,P2.C,7.62,TRUE
1,1,1,0,pH,P1.D,7.62,TRUE
1,1,1,0,pH,P1.E,7.62,TRUE
1,1,1,0,pH,P1.F,7.62,TRUE
1,1,1,0,pH,M,NA,TRUE
1,1,1,0,pH,Lined,7.62,TRUE
1,1,1,0,pH,Unlined,7.62,TRUE
1,1,1,0,NH4,P2.A,0.94,TRUE
1,1,1,0,NH4,P2.B,0.94,TRUE
1,1,1,0,NH4,P2.C,0.94,TRUE
1,1,1,0,NH4,P1.D,0.94,TRUE
1,1,1,0,NH4,P1.E,0.94,TRUE
1,1,1,0,NH4,P1.F,0.94,TRUE
1,1,1,0,NH4,M,NA,TRUE
1,1,1,0,NH4,Lined,0.94,TRUE
1,1,1,0,NH4,Unlined,0.94,TRUE
1,1,1,0,NO3,P2.A,28,TRUE
1,1,1,0,NO3,P2.B,28,TRUE
1,1,1,0,NO3,P2.C,28,TRUE
1,1,1,0,NO3,P1.D,28,TRUE
1,1,1,0,NO3,P1.E,28,TRUE
1,1,1,0,NO3,P1.F,28,TRUE
1,1,1,0,NO3,M,NA,TRUE
1,1,1,0,NO3,Lined,28,TRUE
1,1,1,0,NO3,Unlined,28,TRUE
1,1,1,0,EC,P2.A,790,TRUE
1,1,1,0,EC,P2.B,790,TRUE
1,1,1,0,EC,P2.C,790,TRUE
1,1,1,0,EC,P1.D,790,TRUE
1,1,1,0,EC,P1.E,790,TRUE
1,1,1,0,EC,P1.F,790,TRUE
1,1,1,0,EC,M,NA,TRUE
1,1,1,0,EC,Lined,790,TRUE
1,1,1,0,EC,Unlined,790,TRUE
1,1,1,0,P,P2.A,0.56,TRUE
1,1,1,0,P,P2.B,0.56,TRUE
1,1,1,0,P,P2.C,0.56,TRUE
1,1,1,0,P,P1.D,0.56,TRUE
1,1,1,0,P,P1.E,0.56,TRUE
1,1,1,0,P,P1.F,0.56,TRUE
1,1,1,0,P,M,NA,TRUE
1,1,1,0,P,Lined,0.56,TRUE
1,1,1,0,P,Unlined,0.56,TRUE
1,1,1,0,TC,P2.A,0,TRUE
1,1,1,0,TC,P2.B,0,TRUE
1,1,1,0,TC,P2.C,0,TRUE
1,1,1,0,TC,P1.D,0,TRUE
1,1,1,0,TC,P1.E,0,TRUE
1,1,1,0,TC,P1.F,0,TRUE
1,1,1,0,TC,M,NA,TRUE
1,1,1,0,TC,Lined,0,TRUE
1,1,1,0,TC,Unlined,0,TRUE
1,1,5,0,pH,P2.A,7.74,TRUE
1,1,5,0,pH,P2.B,7.74,TRUE
1,1,5,0,pH,P2.C,7.74,TRUE
1,1,5,0,pH,P1.D,7.74,TRUE
1,1,5,0,pH,P1.E,7.74,TRUE
1,1,5,0,pH,P1.F,7.74,TRUE
1,1,5,0,pH,M,NA,TRUE
1,1,5,0,pH,Lined,7.74,TRUE
1,1,5,0,pH,Unlined,7.74,TRUE
1,1,5,0,NH4,P2.A,0.4,TRUE
1,1,5,0,NH4,P2.B,0.4,TRUE
1,1,5,0,NH4,P2.C,0.4,TRUE
1,1,5,0,NH4,P1.D,0.4,TRUE
1,1,5,0,NH4,P1.E,0.4,TRUE
1,1,5,0,NH4,P1.F,0.4,TRUE
1,1,5,0,NH4,M,NA,TRUE
1,1,5,0,NH4,Lined,0.4,TRUE
1,1,5,0,NH4,Unlined,0.4,TRUE
1,1,5,0,NO3,P2.A,28.5,TRUE
1,1,5,0,NO3,P2.B,28.5,TRUE
1,1,5,0,NO3,P2.C,28.5,TRUE
1,1,5,0,NO3,P1.D,28.5,TRUE
1,1,5,0,NO3,P1.E,28.5,TRUE
1,1,5,0,NO3,P1.F,28.5,TRUE
1,1,5,0,NO3,M,NA,TRUE
1,1,5,0,NO3,Lined,28.5,TRUE
1,1,5,0,NO3,Unlined,28.5,TRUE
1,1,5,0,EC,P2.A,517,TRUE
1,1,5,0,EC,P2.B,517,TRUE
1,1,5,0,EC,P2.C,517,TRUE
1,1,5,0,EC,P1.D,517,TRUE
1,1,5,0,EC,P1.E,517,TRUE
1,1,5,0,EC,P1.F,517,TRUE
1,1,5,0,EC,M,NA,TRUE
1,1,5,0,EC,Lined,517,TRUE
1,1,5,0,EC,Unlined,517,TRUE
1,1,5,0,P,P2.A,0.62,TRUE
1,1,5,0,P,P2.B,0.62,TRUE
1,1,5,0,P,P2.C,0.62,TRUE
1,1,5,0,P,P1.D,0.62,TRUE
1,1,5,0,P,P1.E,0.62,TRUE
1,1,5,0,P,P1.F,0.62,TRUE
1,1,5,0,P,M,NA,TRUE
1,1,5,0,P,Lined,0.62,TRUE
1,1,5,0,P,Unlined,0.62,TRUE
1,1,5,0,TC,P2.A,0,TRUE
1,1,5,0,TC,P2.B,0,TRUE
1,1,5,0,TC,P2.C,0,TRUE
1,1,5,0,TC,P1.D,0,TRUE
1,1,5,0,TC,P1.E,0,TRUE
1,1,5,0,TC,P1.F,0,TRUE
1,1,5,0,TC,M,NA,TRUE
1,1,5,0,TC,Lined,0,TRUE
1,1,5,0,TC,Unlined,0,TRUE
1,1,10,0,pH,P2.A,7.92,TRUE
1,1,10,0,pH,P2.B,7.92,TRUE
1,1,10,0,pH,P2.C,7.92,TRUE
1,1,10,0,pH,P1.D,7.92,TRUE
1,1,10,0,pH,P1.E,7.92,TRUE
1,1,10,0,pH,P1.F,7.92,TRUE
1,1,10,0,pH,M,NA,TRUE
1,1,10,0,pH,Lined,7.92,TRUE
1,1,10,0,pH,Unlined,7.92,TRUE
1,1,10,0,NH4,P2.A,0.1,TRUE
1,1,10,0,NH4,P2.B,0.1,TRUE
1,1,10,0,NH4,P2.C,0.1,TRUE
1,1,10,0,NH4,P1.D,0.1,TRUE
1,1,10,0,NH4,P1.E,0.1,TRUE
1,1,10,0,NH4,P1.F,0.1,TRUE
1,1,10,0,NH4,M,NA,TRUE
1,1,10,0,NH4,Lined,0.1,TRUE
1,1,10,0,NH4,Unlined,0.1,TRUE
1,1,10,0,NO3,P2.A,33.5,TRUE
1,1,10,0,NO3,P2.B,33.5,TRUE
1,1,10,0,NO3,P2.C,33.5,TRUE
1,1,10,0,NO3,P1.D,33.5,TRUE
1,1,10,0,NO3,P1.E,33.5,TRUE
1,1,10,0,NO3,P1.F,33.5,TRUE
1,1,10,0,NO3,M,NA,TRUE
1,1,10,0,NO3,Lined,33.5,TRUE
1,1,10,0,NO3,Unlined,33.5,TRUE
1,1,10,0,EC,P2.A,1168,TRUE
1,1,10,0,EC,P2.B,1168,TRUE
1,1,10,0,EC,P2.C,1168,TRUE
1,1,10,0,EC,P1.D,1168,TRUE
1,1,10,0,EC,P1.E,1168,TRUE
1,1,10,0,EC,P1.F,1168,TRUE
1,1,10,0,EC,M,NA,TRUE
1,1,10,0,EC,Lined,1168,TRUE
1,1,10,0,EC,Unlined,1168,TRUE
1,1,10,0,P,P2.A,0.3,TRUE
1,1,10,0,P,P2.B,0.3,TRUE
1,1,10,0,P,P2.C,0.3,TRUE
1,1,10,0,P,P1.D,0.3,TRUE
1,1,10,0,P,P1.E,0.3,TRUE
1,1,10,0,P,P1.F,0.3,TRUE
1,1,10,0,P,M,NA,TRUE
1,1,10,0,P,Lined,0.3,TRUE
1,1,10,0,P,Unlined,0.3,TRUE
1,1,10,0,TC,P2.A,0,TRUE
1,1,10,0,TC,P2.B,0,TRUE
1,1,10,0,TC,P2.C,0,TRUE
1,1,10,0,TC,P1.D,0,TRUE
1,1,10,0,TC,P1.E,0,TRUE
1,1,10,0,TC,P1.F,0,TRUE
1,1,10,0,TC,M,NA,TRUE
1,1,10,0,TC,Lined,0,TRUE
1,1,10,0,TC,Unlined,0,TRUE
1,1.5,1,0,pH,P2.A,7.65,TRUE
1,1.5,1,0,pH,P2.B,7.65,TRUE
1,1.5,1,0,pH,P2.C,7.65,TRUE
1,1.5,1,0,pH,P1.D,7.65,TRUE
1,1.5,1,0,pH,P1.E,7.65,TRUE
1,1.5,1,0,pH,P1.F,7.65,TRUE
1,1.5,1,0,pH,M,NA,TRUE
1,1.5,1,0,pH,Lined,7.65,TRUE
1,1.5,1,0,pH,Unlined,7.65,TRUE
1,1.5,1,0,NH4,P2.A,0.1,TRUE
1,1.5,1,0,NH4,P2.B,0.1,TRUE
1,1.5,1,0,NH4,P2.C,0.1,TRUE
1,1.5,1,0,NH4,P1.D,0.1,TRUE
1,1.5,1,0,NH4,P1.E,0.1,TRUE
1,1.5,1,0,NH4,P1.F,0.1,TRUE
1,1.5,1,0,NH4,M,NA,TRUE
1,1.5,1,0,NH4,Lined,0.1,TRUE
1,1.5,1,0,NH4,Unlined,0.1,TRUE
1,1.5,1,0,NO3,P2.A,30.5,TRUE
1,1.5,1,0,NO3,P2.B,30.5,TRUE
1,1.5,1,0,NO3,P2.C,30.5,TRUE
1,1.5,1,0,NO3,P1.D,30.5,TRUE
1,1.5,1,0,NO3,P1.E,30.5,TRUE
1,1.5,1,0,NO3,P1.F,30.5,TRUE
1,1.5,1,0,NO3,M,NA,TRUE
1,1.5,1,0,NO3,Lined,30.5,TRUE
1,1.5,1,0,NO3,Unlined,30.5,TRUE
1,1.5,1,0,EC,P2.A,619,TRUE
1,1.5,1,0,EC,P2.B,619,TRUE
1,1.5,1,0,EC,P2.C,619,TRUE
1,1.5,1,0,EC,P1.D,619,TRUE
1,1.5,1,0,EC,P1.E,619,TRUE
1,1.5,1,0,EC,P1.F,619,TRUE
1,1.5,1,0,EC,M,NA,TRUE
1,1.5,1,0,EC,Lined,619,TRUE
1,1.5,1,0,EC,Unlined,619,TRUE
1,1.5,1,0,P,P2.A,0.34,TRUE
1,1.5,1,0,P,P2.B,0.34,TRUE
1,1.5,1,0,P,P2.C,0.34,TRUE
1,1.5,1,0,P,P1.D,0.34,TRUE
1,1.5,1,0,P,P1.E,0.34,TRUE
1,1.5,1,0,P,P1.F,0.34,TRUE
1,1.5,1,0,P,M,NA,TRUE
1,1.5,1,0,P,Lined,0.34,TRUE
1,1.5,1,0,P,Unlined,0.34,TRUE
1,1.5,1,0,TC,P2.A,0,TRUE
1,1.5,1,0,TC,P2.B,0,TRUE
1,1.5,1,0,TC,P2.C,0,TRUE
1,1.5,1,0,TC,P1.D,0,TRUE
1,1.5,1,0,TC,P1.E,0,TRUE
1,1.5,1,0,TC,P1.F,0,TRUE
1,1.5,1,0,TC,M,NA,TRUE
1,1.5,1,0,TC,Lined,0,TRUE
1,1.5,1,0,TC,Unlined,0,TRUE
1,1.5,5,0,pH,P2.A,7.65,TRUE
1,1.5,5,0,pH,P2.B,7.65,TRUE
1,1.5,5,0,pH,P2.C,7.65,TRUE
1,1.5,5,0,pH,P1.D,7.65,TRUE
1,1.5,5,0,pH,P1.E,7.65,TRUE
1,1.5,5,0,pH,P1.F,7.65,TRUE
1,1.5,5,0,pH,M,NA,TRUE
1,1.5,5,0,pH,Lined,7.65,TRUE
1,1.5,5,0,pH,Unlined,7.65,TRUE
1,1.5,5,0,NH4,P2.A,0.16,TRUE
1,1.5,5,0,NH4,P2.B,0.16,TRUE
1,1.5,5,0,NH4,P2.C,0.16,TRUE
1,1.5,5,0,NH4,P1.D,0.16,TRUE
1,1.5,5,0,NH4,P1.E,0.16,TRUE
1,1.5,5,0,NH4,P1.F,0.16,TRUE
1,1.5,5,0,NH4,M,NA,TRUE
1,1.5,5,0,NH4,Lined,0.16,TRUE
1,1.5,5,0,NH4,Unlined,0.16,TRUE
1,1.5,5,0,NO3,P2.A,30.5,TRUE
1,1.5,5,0,NO3,P2.B,30.5,TRUE
1,1.5,5,0,NO3,P2.C,30.5,TRUE
1,1.5,5,0,NO3,P1.D,30.5,TRUE
1,1.5,5,0,NO3,P1.E,30.5,TRUE
1,1.5,5,0,NO3,P1.F,30.5,TRUE
1,1.5,5,0,NO3,M,NA,TRUE
1,1.5,5,0,NO3,Lined,30.5,TRUE
1,1.5,5,0,NO3,Unlined,30.5,TRUE
1,1.5,5,0,EC,P2.A,630,TRUE
1,1.5,5,0,EC,P2.B,630,TRUE
1,1.5,5,0,EC,P2.C,630,TRUE
1,1.5,5,0,EC,P1.D,630,TRUE
1,1.5,5,0,EC,P1.E,630,TRUE
1,1.5,5,0,EC,P1.F,630,TRUE
1,1.5,5,0,EC,M,NA,TRUE
1,1.5,5,0,EC,Lined,630,TRUE
1,1.5,5,0,EC,Unlined,630,TRUE
1,1.5,5,0,P,P2.A,0.76,TRUE
1,1.5,5,0,P,P2.B,0.76,TRUE
1,1.5,5,0,P,P2.C,0.76,TRUE
1,1.5,5,0,P,P1.D,0.76,TRUE
1,1.5,5,0,P,P1.E,0.76,TRUE
1,1.5,5,0,P,P1.F,0.76,TRUE
1,1.5,5,0,P,M,NA,TRUE
1,1.5,5,0,P,Lined,0.76,TRUE
1,1.5,5,0,P,Unlined,0.76,TRUE
1,1.5,5,0,TC,P2.A,0,TRUE
1,1.5,5,0,TC,P2.B,0,TRUE
1,1.5,5,0,TC,P2.C,0,TRUE
1,1.5,5,0,TC,P1.D,0,TRUE
1,1.5,5,0,TC,P1.E,0,TRUE
1,1.5,5,0,TC,P1.F,0,TRUE
1,1.5,5,0,TC,M,NA,TRUE
1,1.5,5,0,TC,Lined,0,TRUE
1,1.5,5,0,TC,Unlined,0,TRUE
1,1.5,10,0,pH,P2.A,8.06,TRUE
1,1.5,10,0,pH,P2.B,8.06,TRUE
1,1.5,10,0,pH,P2.C,8.06,TRUE
1,1.5,10,0,pH,P1.D,8.06,TRUE
1,1.5,10,0,pH,P1.E,8.06,TRUE
1,1.5,10,0,pH,P1.F,8.06,TRUE
1,1.5,10,0,pH,M,NA,TRUE
1,1.5,10,0,pH,Lined,8.06,TRUE
1,1.5,10,0,pH,Unlined,8.06,TRUE
1,1.5,10,0,NH4,P2.A,0.18,TRUE
1,1.5,10,0,NH4,P2.B,0.18,TRUE
1,1.5,10,0,NH4,P2.C,0.18,TRUE
1,1.5,10,0,NH4,P1.D,0.18,TRUE
1,1.5,10,0,NH4,P1.E,0.18,TRUE
1,1.5,10,0,NH4,P1.F,0.18,TRUE
1,1.5,10,0,NH4,M,NA,TRUE
1,1.5,10,0,NH4,Lined,0.18,TRUE
1,1.5,10,0,NH4,Unlined,0.18,TRUE
1,1.5,10,0,NO3,P2.A,26.5,TRUE
1,1.5,10,0,NO3,P2.B,26.5,TRUE
1,1.5,10,0,NO3,P2.C,26.5,TRUE
1,1.5,10,0,NO3,P1.D,26.5,TRUE
1,1.5,10,0,NO3,P1.E,26.5,TRUE
1,1.5,10,0,NO3,P1.F,26.5,TRUE
1,1.5,10,0,NO3,M,NA,TRUE
1,1.5,10,0,NO3,Lined,26.5,TRUE
1,1.5,10,0,NO3,Unlined,26.5,TRUE
1,1.5,10,0,EC,P2.A,966,TRUE
1,1.5,10,0,EC,P2.B,966,TRUE
1,1.5,10,0,EC,P2.C,966,TRUE
1,1.5,10,0,EC,P1.D,966,TRUE
1,1.5,10,0,EC,P1.E,966,TRUE
1,1.5,10,0,EC,P1.F,966,TRUE
1,1.5,10,0,EC,M,NA,TRUE
1,1.5,10,0,EC,Lined,966,TRUE
1,1.5,10,0,EC,Unlined,966,TRUE
1,1.5,10,0,P,P2.A,0.46,TRUE
1,1.5,10,0,P,P2.B,0.46,TRUE
1,1.5,10,0,P,P2.C,0.46,TRUE
1,1.5,10,0,P,P1.D,0.46,TRUE
1,1.5,10,0,P,P1.E,0.46,TRUE
1,1.5,10,0,P,P1.F,0.46,TRUE
1,1.5,10,0,P,M,NA,TRUE
1,1.5,10,0,P,Lined,0.46,TRUE
1,1.5,10,0,P,Unlined,0.46,TRUE
1,1.5,10,0,TC,P2.A,0,TRUE
1,1.5,10,0,TC,P2.B,0,TRUE
1,1.5,10,0,TC,P2.C,0,TRUE
1,1.5,10,0,TC,P1.D,0,TRUE
1,1.5,10,0,TC,P1.E,0,TRUE
1,1.5,10,0,TC,P1.F,0,TRUE
1,1.5,10,0,TC,M,NA,TRUE
1,1.5,10,0,TC,Lined,0,TRUE
1,1.5,10,0,TC,Unlined,0,TRUE
1,1,1,18,pH,P2.A,7.75,TRUE
1,1,1,18,pH,P2.B,7.75,TRUE
1,1,1,18,pH,P2.C,7.75,TRUE
1,1,1,18,pH,P1.D,NA,TRUE
1,1,1,18,pH,P1.E,NA,TRUE
1,1,1,18,pH,P1.F,NA,TRUE
1,1,1,18,pH,M,NA,TRUE
1,1,1,18,pH,Lined,7.75,TRUE
1,1,1,18,pH,Unlined,NA,TRUE
1,1,1,18,NH4,P2.A,0.04,TRUE
1,1,1,18,NH4,P2.B,0.04,TRUE
1,1,1,18,NH4,P2.C,0.04,TRUE
1,1,1,18,NH4,P1.D,NA,TRUE
1,1,1,18,NH4,P1.E,NA,TRUE
1,1,1,18,NH4,P1.F,NA,TRUE
1,1,1,18,NH4,M,NA,TRUE
1,1,1,18,NH4,Lined,0.04,TRUE
1,1,1,18,NH4,Unlined,NA,TRUE
1,1,1,18,NO3,P2.A,18.2,TRUE
1,1,1,18,NO3,P2.B,18.2,TRUE
1,1,1,18,NO3,P2.C,18.2,TRUE
1,1,1,18,NO3,P1.D,NA,TRUE
1,1,1,18,NO3,P1.E,NA,TRUE
1,1,1,18,NO3,P1.F,NA,TRUE
1,1,1,18,NO3,M,NA,TRUE
1,1,1,18,NO3,Lined,18.2,TRUE
1,1,1,18,NO3,Unlined,NA,TRUE
1,1,1,18,EC,P2.A,975,TRUE
1,1,1,18,EC,P2.B,975,TRUE
1,1,1,18,EC,P2.C,975,TRUE
1,1,1,18,EC,P1.D,NA,TRUE
1,1,1,18,EC,P1.E,NA,TRUE
1,1,1,18,EC,P1.F,NA,TRUE
1,1,1,18,EC,M,NA,TRUE
1,1,1,18,EC,Lined,975,TRUE
1,1,1,18,EC,Unlined,NA,TRUE
1,1,1,18,P,P2.A,0.57,TRUE
1,1,1,18,P,P2.B,0.57,TRUE
1,1,1,18,P,P2.C,0.57,TRUE
1,1,1,18,P,P1.D,NA,TRUE
1,1,1,18,P,P1.E,NA,TRUE
1,1,1,18,P,P1.F,NA,TRUE
1,1,1,18,P,M,NA,TRUE
1,1,1,18,P,Lined,0.57,TRUE
1,1,1,18,P,Unlined,NA,TRUE
1,1,1,18,TC,P2.A,0,TRUE
1,1,1,18,TC,P2.B,0,TRUE
1,1,1,18,TC,P2.C,0,TRUE
1,1,1,18,TC,P1.D,NA,TRUE
1,1,1,18,TC,P1.E,NA,TRUE
1,1,1,18,TC,P1.F,NA,TRUE
1,1,1,18,TC,M,NA,TRUE
1,1,1,18,TC,Lined,0,TRUE
1,1,1,18,TC,Unlined,NA,TRUE
1,1,5,18,pH,P2.A,7.84,TRUE
1,1,5,18,pH,P2.B,7.84,TRUE
1,1,5,18,pH,P2.C,7.84,TRUE
1,1,5,18,pH,P1.D,NA,TRUE
1,1,5,18,pH,P1.E,NA,TRUE
1,1,5,18,pH,P1.F,NA,TRUE
1,1,5,18,pH,M,NA,TRUE
1,1,5,18,pH,Lined,7.84,TRUE
1,1,5,18,pH,Unlined,NA,TRUE
1,1,5,18,NH4,P2.A,0.03,TRUE
1,1,5,18,NH4,P2.B,0.03,TRUE
1,1,5,18,NH4,P2.C,0.03,TRUE
1,1,5,18,NH4,P1.D,NA,TRUE
1,1,5,18,NH4,P1.E,NA,TRUE
1,1,5,18,NH4,P1.F,NA,TRUE
1,1,5,18,NH4,M,NA,TRUE
1,1,5,18,NH4,Lined,0.03,TRUE
1,1,5,18,NH4,Unlined,NA,TRUE
1,1,5,18,NO3,P2.A,17.5,TRUE
1,1,5,18,NO3,P2.B,17.5,TRUE
1,1,5,18,NO3,P2.C,17.5,TRUE
1,1,5,18,NO3,P1.D,NA,TRUE
1,1,5,18,NO3,P1.E,NA,TRUE
1,1,5,18,NO3,P1.F,NA,TRUE
1,1,5,18,NO3,M,NA,TRUE
1,1,5,18,NO3,Lined,17.5,TRUE
1,1,5,18,NO3,Unlined,NA,TRUE
1,1,5,18,EC,P2.A,822,TRUE
1,1,5,18,EC,P2.B,822,TRUE
1,1,5,18,EC,P2.C,822,TRUE
1,1,5,18,EC,P1.D,NA,TRUE
1,1,5,18,EC,P1.E,NA,TRUE
1,1,5,18,EC,P1.F,NA,TRUE
1,1,5,18,EC,M,NA,TRUE
1,1,5,18,EC,Lined,822,TRUE
1,1,5,18,EC,Unlined,NA,TRUE
1,1,5,18,P,P2.A,0.37,TRUE
1,1,5,18,P,P2.B,0.37,TRUE
1,1,5,18,P,P2.C,0.37,TRUE
1,1,5,18,P,P1.D,NA,TRUE
1,1,5,18,P,P1.E,NA,TRUE
1,1,5,18,P,P1.F,NA,TRUE
1,1,5,18,P,M,NA,TRUE
1,1,5,18,P,Lined,0.37,TRUE
1,1,5,18,P,Unlined,NA,TRUE
1,1,5,18,TC,P2.A,0,TRUE
1,1,5,18,TC,P2.B,0,TRUE
1,1,5,18,TC,P2.C,0,TRUE
1,1,5,18,TC,P1.D,NA,TRUE
1,1,5,18,TC,P1.E,NA,TRUE
1,1,5,18,TC,P1.F,NA,TRUE
1,1,5,18,TC,M,NA,TRUE
1,1,5,18,TC,Lined,0,TRUE
1,1,5,18,TC,Unlined,NA,TRUE
1,1.5,1,18,pH,P2.A,8.01,TRUE
1,1.5,1,18,pH,P2.B,8.01,TRUE
1,1.5,1,18,pH,P2.C,8.01,TRUE
1,1.5,1,18,pH,P1.D,NA,TRUE
1,1.5,1,18,pH,P1.E,NA,TRUE
1,1.5,1,18,pH,P1.F,NA,TRUE
1,1.5,1,18,pH,M,NA,TRUE
1,1.5,1,18,pH,Lined,8.01,TRUE
1,1.5,1,18,pH,Unlined,NA,TRUE
1,1.5,1,18,NH4,P2.A,0.04,TRUE
1,1.5,1,18,NH4,P2.B,0.04,TRUE
1,1.5,1,18,NH4,P2.C,0.04,TRUE
1,1.5,1,18,NH4,P1.D,NA,TRUE
1,1.5,1,18,NH4,P1.E,NA,TRUE
1,1.5,1,18,NH4,P1.F,NA,TRUE
1,1.5,1,18,NH4,M,NA,TRUE
1,1.5,1,18,NH4,Lined,0.04,TRUE
1,1.5,1,18,NH4,Unlined,NA,TRUE
1,1.5,1,18,NO3,P2.A,14.9,TRUE
1,1.5,1,18,NO3,P2.B,14.9,TRUE
1,1.5,1,18,NO3,P2.C,14.9,TRUE
1,1.5,1,18,NO3,P1.D,NA,TRUE
1,1.5,1,18,NO3,P1.E,NA,TRUE
1,1.5,1,18,NO3,P1.F,NA,TRUE
1,1.5,1,18,NO3,M,NA,TRUE
1,1.5,1,18,NO3,Lined,14.9,TRUE
1,1.5,1,18,NO3,Unlined,NA,TRUE
1,1.5,1,18,EC,P2.A,734,TRUE
1,1.5,1,18,EC,P2.B,734,TRUE
1,1.5,1,18,EC,P2.C,734,TRUE
1,1.5,1,18,EC,P1.D,NA,TRUE
1,1.5,1,18,EC,P1.E,NA,TRUE
1,1.5,1,18,EC,P1.F,NA,TRUE
1,1.5,1,18,EC,M,NA,TRUE
1,1.5,1,18,EC,Lined,734,TRUE
1,1.5,1,18,EC,Unlined,NA,TRUE
1,1.5,1,18,P,P2.A,0.6,TRUE
1,1.5,1,18,P,P2.B,0.6,TRUE
1,1.5,1,18,P,P2.C,0.6,TRUE
1,1.5,1,18,P,P1.D,NA,TRUE
1,1.5,1,18,P,P1.E,NA,TRUE
1,1.5,1,18,P,P1.F,NA,TRUE
1,1.5,1,18,P,M,NA,TRUE
1,1.5,1,18,P,Lined,0.6,TRUE
1,1.5,1,18,P,Unlined,NA,TRUE
1,1.5,1,18,TC,P2.A,0,TRUE
1,1.5,1,18,TC,P2.B,0,TRUE
1,1.5,1,18,TC,P2.C,0,TRUE
1,1.5,1,18,TC,P1.D,NA,TRUE
1,1.5,1,18,TC,P1.E,NA,TRUE
1,1.5,1,18,TC,P1.F,NA,TRUE
1,1.5,1,18,TC,M,NA,TRUE
