site,depth,lateral,time,test,location,values,num_test
2,1.5,0.5,231,NH4,P2.C,NA,TRUE
2,1.5,0.5,231,NH4,P1.D,NA,TRUE
2,1.5,0.5,231,NH4,P1.E,NA,TRUE
2,1.5,0.5,231,NH4,P1.F,NA,TRUE
2,1.5,0.5,231,NH4,M,NA,TRUE
2,1.5,0.5,231,NH4,Lined,NA,TRUE
2,1.5,0.5,231,NH4,Unlined,NA,TRUE
2,1.5,0.5,231,NO3,P2.A,7,TRUE
2,1.5,0.5,231,NO3,P2.B,2.5,TRUE
2,1.5,0.5,231,NO3,P2.C,10.2,TRUE
2,1.5,0.5,231,NO3,P1.D,33.6,TRUE
2,1.5,0.5,231,NO3,P1.E,8.3,TRUE
2,1.5,0.5,231,NO3,P1.F,13.4,TRUE
2,1.5,0.5,231,NO3,M,16.6,TRUE
2,1.5,0.5,231,NO3,Lined,9.08,TRUE
2,1.5,0.5,231,NO3,Unlined,17.98,TRUE
2,1.5,0.5,231,EC,P2.A,229,TRUE
2,1.5,0.5,231,EC,P2.B,222,TRUE
2,1.5,0.5,231,EC,P2.C,415,TRUE
2,1.5,0.5,231,EC,P1.D,553,TRUE
2,1.5,0.5,231,EC,P1.E,446,TRUE
2,1.5,0.5,231,EC,P1.F,675,TRUE
2,1.5,0.5,231,EC,M,545,TRUE
2,1.5,0.5,231,EC,Lined,352.75,TRUE
2,1.5,0.5,231,EC,Unlined,554.75,TRUE
2,1.5,0.5,231,P,P2.A,NA,TRUE
2,1.5,0.5,231,P,P2.B,NA,TRUE
2,1.5,0.5,231,P,P2.C,NA,TRUE
2,1.5,0.5,231,P,P1.D,NA,TRUE
2,1.5,0.5,231,P,P1.E,NA,TRUE
2,1.5,0.5,231,P,P1.F,NA,TRUE
2,1.5,0.5,231,P,M,NA,TRUE
2,1.5,0.5,231,P,Lined,NA,TRUE
2,1.5,0.5,231,P,Unlined,NA,TRUE
2,1.5,0.5,231,TC,P2.A,2400000,TRUE
2,1.5,0.5,231,TC,P2.B,21000000,TRUE
2,1.5,0.5,231,TC,P2.C,22500000,TRUE
2,1.5,0.5,231,TC,P1.D,22000000,TRUE
2,1.5,0.5,231,TC,P1.E,23000000,TRUE
2,1.5,0.5,231,TC,P1.F,23000000,TRUE
2,1.5,0.5,231,TC,M,21000000,TRUE
2,1.5,0.5,231,TC,Lined,16725000,TRUE
2,1.5,0.5,231,TC,Unlined,22250000,TRUE
2,1.5,1,231,pH,P2.A,8.27,TRUE
2,1.5,1,231,pH,P2.B,8.59,TRUE
2,1.5,1,231,pH,P2.C,8.16,TRUE
2,1.5,1,231,pH,P1.D,8.29,TRUE
2,1.5,1,231,pH,P1.E,8.28,TRUE
2,1.5,1,231,pH,P1.F,8.4,TRUE
2,1.5,1,231,pH,M,NA,TRUE
2,1.5,1,231,pH,Lined,8.34,TRUE
2,1.5,1,231,pH,Unlined,8.32,TRUE
2,1.5,1,231,NH4,P2.A,NA,TRUE
2,1.5,1,231,NH4,P2.B,NA,TRUE
2,1.5,1,231,NH4,P2.C,NA,TRUE
2,1.5,1,231,NH4,P1.D,NA,TRUE
2,1.5,1,231,NH4,P1.E,NA,TRUE
2,1.5,1,231,NH4,P1.F,NA,TRUE
2,1.5,1,231,NH4,M,NA,TRUE
2,1.5,1,231,NH4,Lined,NA,TRUE
2,1.5,1,231,NH4,Unlined,NA,TRUE
2,1.5,1,231,NO3,P2.A,8.6,TRUE
2,1.5,1,231,NO3,P2.B,2.4,TRUE
2,1.5,1,231,NO3,P2.C,10,TRUE
2,1.5,1,231,NO3,P1.D,20,TRUE
2,1.5,1,231,NO3,P1.E,17,TRUE
2,1.5,1,231,NO3,P1.F,11.2,TRUE
2,1.5,1,231,NO3,M,NA,TRUE
2,1.5,1,231,NO3,Lined,7,TRUE
2,1.5,1,231,NO3,Unlined,16.07,TRUE
2,1.5,1,231,EC,P2.A,301,TRUE
2,1.5,1,231,EC,P2.B,305,TRUE
2,1.5,1,231,EC,P2.C,349,TRUE
2,1.5,1,231,EC,P1.D,326,TRUE
2,1.5,1,231,EC,P1.E,321,TRUE
2,1.5,1,231,EC,P1.F,272,TRUE
2,1.5,1,231,EC,M,NA,TRUE
2,1.5,1,231,EC,Lined,318.33,TRUE
2,1.5,1,231,EC,Unlined,306.33,TRUE
2,1.5,1,231,P,P2.A,NA,TRUE
2,1.5,1,231,P,P2.B,NA,TRUE
2,1.5,1,231,P,P2.C,NA,TRUE
2,1.5,1,231,P,P1.D,NA,TRUE
2,1.5,1,231,P,P1.E,NA,TRUE
2,1.5,1,231,P,P1.F,NA,TRUE
2,1.5,1,231,P,M,NA,TRUE
2,1.5,1,231,P,Lined,NA,TRUE
2,1.5,1,231,P,Unlined,NA,TRUE
2,1.5,1,231,TC,P2.A,23000000,TRUE
2,1.5,1,231,TC,P2.B,12000000,TRUE
2,1.5,1,231,TC,P2.C,24000000,TRUE
2,1.5,1,231,TC,P1.D,14000000,TRUE
2,1.5,1,231,TC,P1.E,11000000,TRUE
2,1.5,1,231,TC,P1.F,21000000,TRUE
2,1.5,1,231,TC,M,NA,TRUE
2,1.5,1,231,TC,Lined,19666666.67,TRUE
2,1.5,1,231,TC,Unlined,15333333.33,TRUE
2,1,0.5,259,pH,P2.A,7.8,TRUE
2,1,0.5,259,pH,P2.B,7.51,TRUE
2,1,0.5,259,pH,P2.C,9.23,TRUE
2,1,0.5,259,pH,P1.D,8.4,TRUE
2,1,0.5,259,pH,P1.E,8.78,TRUE
2,1,0.5,259,pH,P1.F,8.72,TRUE
2,1,0.5,259,pH,M,9.32,TRUE
2,1,0.5,259,pH,Lined,8.47,TRUE
2,1,0.5,259,pH,Unlined,8.81,TRUE
2,1,0.5,259,NH4,P2.A,0.7,TRUE
2,1,0.5,259,NH4,P2.B,0.56,TRUE
2,1,0.5,259,NH4,P2.C,0.42,TRUE
2,1,0.5,259,NH4,P1.D,1.77,TRUE
2,1,0.5,259,NH4,P1.E,0.92,TRUE
2,1,0.5,259,NH4,P1.F,0.52,TRUE
2,1,0.5,259,NH4,M,0.56,TRUE
2,1,0.5,259,NH4,Lined,0.56,TRUE
2,1,0.5,259,NH4,Unlined,0.94,TRUE
2,1,0.5,259,NO3,P2.A,16.7,TRUE
2,1,0.5,259,NO3,P2.B,9.7,TRUE
2,1,0.5,259,NO3,P2.C,8,TRUE
2,1,0.5,259,NO3,P1.D,28.1,TRUE
2,1,0.5,259,NO3,P1.E,11.5,TRUE
2,1,0.5,259,NO3,P1.F,12.3,TRUE
2,1,0.5,259,NO3,M,26.1,TRUE
2,1,0.5,259,NO3,Lined,15.13,TRUE
2,1,0.5,259,NO3,Unlined,19.5,TRUE
2,1,0.5,259,EC,P2.A,930,TRUE
2,1,0.5,259,EC,P2.B,802,TRUE
2,1,0.5,259,EC,P2.C,523,TRUE
2,1,0.5,259,EC,P1.D,603,TRUE
2,1,0.5,259,EC,P1.E,601,TRUE
2,1,0.5,259,EC,P1.F,694,TRUE
2,1,0.5,259,EC,M,1650,TRUE
2,1,0.5,259,EC,Lined,976.25,TRUE
2,1,0.5,259,EC,Unlined,887,TRUE
2,1,0.5,259,P,P2.A,0.87,TRUE
2,1,0.5,259,P,P2.B,0.97,TRUE
2,1,0.5,259,P,P2.C,0.94,TRUE
2,1,0.5,259,P,P1.D,0.88,TRUE
2,1,0.5,259,P,P1.E,0.53,TRUE
2,1,0.5,259,P,P1.F,0.93,TRUE
2,1,0.5,259,P,M,0.65,TRUE
2,1,0.5,259,P,Lined,0.86,TRUE
2,1,0.5,259,P,Unlined,0.75,TRUE
2,1,0.5,259,TC,P2.A,26000,TRUE
2,1,0.5,259,TC,P2.B,30000,TRUE
2,1,0.5,259,TC,P2.C,29000,TRUE
2,1,0.5,259,TC,P1.D,150000,TRUE
2,1,0.5,259,TC,P1.E,220000,TRUE
2,1,0.5,259,TC,P1.F,0,TRUE
2,1,0.5,259,TC,M,0,TRUE
2,1,0.5,259,TC,Lined,21250,TRUE
2,1,0.5,259,TC,Unlined,92500,TRUE
2,1.5,0.5,259,pH,P2.A,7.55,TRUE
2,1.5,0.5,259,pH,P2.B,8.79,TRUE
2,1.5,0.5,259,pH,P2.C,8.97,TRUE
2,1.5,0.5,259,pH,P1.D,7.87,TRUE
2,1.5,0.5,259,pH,P1.E,8.47,TRUE
2,1.5,0.5,259,pH,P1.F,8.18,TRUE
2,1.5,0.5,259,pH,M,8.16,TRUE
2,1.5,0.5,259,pH,Lined,8.37,TRUE
2,1.5,0.5,259,pH,Unlined,8.17,TRUE
2,1.5,0.5,259,NH4,P2.A,0.48,TRUE
2,1.5,0.5,259,NH4,P2.B,0.56,TRUE
2,1.5,0.5,259,NH4,P2.C,0.56,TRUE
2,1.5,0.5,259,NH4,P1.D,0.92,TRUE
2,1.5,0.5,259,NH4,P1.E,0.91,TRUE
2,1.5,0.5,259,NH4,P1.F,0.51,TRUE
2,1.5,0.5,259,NH4,M,0.54,TRUE
2,1.5,0.5,259,NH4,Lined,0.54,TRUE
2,1.5,0.5,259,NH4,Unlined,0.72,TRUE
2,1.5,0.5,259,NO3,P2.A,13.7,TRUE
2,1.5,0.5,259,NO3,P2.B,20.2,TRUE
2,1.5,0.5,259,NO3,P2.C,7.9,TRUE
2,1.5,0.5,259,NO3,P1.D,7.5,TRUE
2,1.5,0.5,259,NO3,P1.E,16.3,TRUE
2,1.5,0.5,259,NO3,P1.F,10.2,TRUE
2,1.5,0.5,259,NO3,M,14.9,TRUE
2,1.5,0.5,259,NO3,Lined,14.18,TRUE
2,1.5,0.5,259,NO3,Unlined,12.23,TRUE
2,1.5,0.5,259,EC,P2.A,1607,TRUE
2,1.5,0.5,259,EC,P2.B,245,TRUE
2,1.5,0.5,259,EC,P2.C,466,TRUE
2,1.5,0.5,259,EC,P1.D,794,TRUE
2,1.5,0.5,259,EC,P1.E,557,TRUE
2,1.5,0.5,259,EC,P1.F,752,TRUE
2,1.5,0.5,259,EC,M,1071,TRUE
2,1.5,0.5,259,EC,Lined,847.25,TRUE
2,1.5,0.5,259,EC,Unlined,793.5,TRUE
2,1.5,0.5,259,P,P2.A,0.81,TRUE
2,1.5,0.5,259,P,P2.B,0.95,TRUE
2,1.5,0.5,259,P,P2.C,0.89,TRUE
2,1.5,0.5,259,P,P1.D,0.77,TRUE
2,1.5,0.5,259,P,P1.E,0.56,TRUE
2,1.5,0.5,259,P,P1.F,0.57,TRUE
2,1.5,0.5,259,P,M,0.67,TRUE
2,1.5,0.5,259,P,Lined,0.83,TRUE
2,1.5,0.5,259,P,Unlined,0.64,TRUE
2,1.5,0.5,259,TC,P2.A,270000,TRUE
2,1.5,0.5,259,TC,P2.B,30000,TRUE
2,1.5,0.5,259,TC,P2.C,220000,TRUE
2,1.5,0.5,259,TC,P1.D,120000,TRUE
2,1.5,0.5,259,TC,P1.E,2400000,TRUE
2,1.5,0.5,259,TC,P1.F,15600000,TRUE
2,1.5,0.5,259,TC,M,20000000,TRUE
2,1.5,0.5,259,TC,Lined,5130000,TRUE
2,1.5,0.5,259,TC,Unlined,9530000,TRUE
2,1.5,1,259,pH,P2.A,8.05,TRUE
2,1.5,1,259,pH,P2.B,7.56,TRUE
2,1.5,1,259,pH,P2.C,8.93,TRUE
2,1.5,1,259,pH,P1.D,8.75,TRUE
2,1.5,1,259,pH,P1.E,8.66,TRUE
2,1.5,1,259,pH,P1.F,8.85,TRUE
2,1.5,1,259,pH,M,NA,TRUE
2,1.5,1,259,pH,Lined,8.18,TRUE
2,1.5,1,259,pH,Unlined,8.75,TRUE
2,1.5,1,259,NH4,P2.A,0.46,TRUE
2,1.5,1,259,NH4,P2.B,0.94,TRUE
2,1.5,1,259,NH4,P2.C,0.44,TRUE
2,1.5,1,259,NH4,P1.D,1.72,TRUE
2,1.5,1,259,NH4,P1.E,0.94,TRUE
2,1.5,1,259,NH4,P1.F,0.9,TRUE
2,1.5,1,259,NH4,M,NA,TRUE
2,1.5,1,259,NH4,Lined,0.61,TRUE
2,1.5,1,259,NH4,Unlined,1.19,TRUE
2,1.5,1,259,NO3,P2.A,13.6,TRUE
2,1.5,1,259,NO3,P2.B,9.7,TRUE
2,1.5,1,259,NO3,P2.C,3.3,TRUE
2,1.5,1,259,NO3,P1.D,22.1,TRUE
2,1.5,1,259,NO3,P1.E,20.7,TRUE
2,1.5,1,259,NO3,P1.F,13.7,TRUE
2,1.5,1,259,NO3,M,NA,TRUE
2,1.5,1,259,NO3,Lined,8.87,TRUE
2,1.5,1,259,NO3,Unlined,18.83,TRUE
2,1.5,1,259,EC,P2.A,694,TRUE
2,1.5,1,259,EC,P2.B,870,TRUE
2,1.5,1,259,EC,P2.C,456,TRUE
2,1.5,1,259,EC,P1.D,449,TRUE
2,1.5,1,259,EC,P1.E,433,TRUE
2,1.5,1,259,EC,P1.F,520,TRUE
2,1.5,1,259,EC,M,NA,TRUE
2,1.5,1,259,EC,Lined,673.33,TRUE
2,1.5,1,259,EC,Unlined,467.33,TRUE
2,1.5,1,259,P,P2.A,0.68,TRUE
2,1.5,1,259,P,P2.B,0.85,TRUE
2,1.5,1,259,P,P2.C,0.82,TRUE
2,1.5,1,259,P,P1.D,0.6,TRUE
2,1.5,1,259,P,P1.E,0.49,TRUE
2,1.5,1,259,P,P1.F,0.7,TRUE
2,1.5,1,259,P,M,NA,TRUE
2,1.5,1,259,P,Lined,0.78,TRUE
2,1.5,1,259,P,Unlined,0.6,TRUE
2,1.5,1,259,TC,P2.A,30000,TRUE
2,1.5,1,259,TC,P2.B,24000000,TRUE
2,1.5,1,259,TC,P2.C,298000,TRUE
2,1.5,1,259,TC,P1.D,24000000,TRUE
2,1.5,1,259,TC,P1.E,250000,TRUE
2,1.5,1,259,TC,P1.F,22000000,TRUE
2,1.5,1,259,TC,M,NA,TRUE
2,1.5,1,259,TC,Lined,8109333.33,TRUE
2,1.5,1,259,TC,Unlined,15416666.67,TRUE
2,1,0.5,322,pH,P2.A,8.88,TRUE
2,1,0.5,322,pH,P2.B,8.01,TRUE
2,1,0.5,322,pH,P2.C,9.11,TRUE
2,1,0.5,322,pH,P1.D,8.39,TRUE
2,1,0.5,322,pH,P1.E,8.79,TRUE
2,1,0.5,322,pH,P1.F,8.87,TRUE
2,1,0.5,322,pH,M,9.59,TRUE
2,1,0.5,322,pH,Lined,8.9,TRUE
2,1,0.5,322,pH,Unlined,8.91,TRUE
2,1,0.5,322,NH4,P2.A,NA,TRUE
2,1,0.5,322,NH4,P2.B,NA,TRUE
2,1,0.5,322,NH4,P2.C,NA,TRUE
2,1,0.5,322,NH4,P1.D,NA,TRUE
2,1,0.5,322,NH4,P1.E,NA,TRUE
2,1,0.5,322,NH4,P1.F,NA,TRUE
2,1,0.5,322,NH4,M,NA,TRUE
2,1,0.5,322,NH4,Lined,NA,TRUE
2,1,0.5,322,NH4,Unlined,NA,TRUE
2,1,0.5,322,NO3,P2.A,17.4,TRUE
2,1,0.5,322,NO3,P2.B,9,TRUE
2,1,0.5,322,NO3,P2.C,13.2,TRUE
2,1,0.5,322,NO3,P1.D,12.6,TRUE
2,1,0.5,322,NO3,P1.E,13.1,TRUE
2,1,0.5,322,NO3,P1.F,11.4,TRUE
2,1,0.5,322,NO3,M,22.9,TRUE
2,1,0.5,322,NO3,Lined,15.63,TRUE
2,1,0.5,322,NO3,Unlined,15,TRUE
2,1,0.5,322,EC,P2.A,317,TRUE
2,1,0.5,322,EC,P2.B,307,TRUE
2,1,0.5,322,EC,P2.C,281,TRUE
2,1,0.5,322,EC,P1.D,411,TRUE
2,1,0.5,322,EC,P1.E,420,TRUE
2,1,0.5,322,EC,P1.F,401,TRUE
2,1,0.5,322,EC,M,333,TRUE
2,1,0.5,322,EC,Lined,309.5,TRUE
2,1,0.5,322,EC,Unlined,391.25,TRUE
2,1,0.5,322,P,P2.A,NA,TRUE
2,1,0.5,322,P,P2.B,NA,TRUE
2,1,0.5,322,P,P2.C,NA,TRUE
2,1,0.5,322,P,P1.D,NA,TRUE
2,1,0.5,322,P,P1.E,NA,TRUE
2,1,0.5,322,P,P1.F,NA,TRUE
2,1,0.5,322,P,M,NA,TRUE
2,1,0.5,322,P,Lined,NA,TRUE
2,1,0.5,322,P,Unlined,NA,TRUE
2,1,0.5,322,TC,P2.A,5800000,TRUE
2,1,0.5,322,TC,P2.B,3800000,TRUE
2,1,0.5,322,TC,P2.C,11400000,TRUE
2,1,0.5,322,TC,P1.D,3500000,TRUE
2,1,0.5,322,TC,P1.E,3100000,TRUE
2,1,0.5,322,TC,P1.F,3300000,TRUE
2,1,0.5,322,TC,M,1100000,TRUE
2,1,0.5,322,TC,Lined,5525000,TRUE
2,1,0.5,322,TC,Unlined,2750000,TRUE
2,1.5,0.5,322,pH,P2.A,8.83,TRUE
2,1.5,0.5,322,pH,P2.B,9.19,TRUE
2,1.5,0.5,322,pH,P2.C,9.39,TRUE
2,1.5,0.5,322,pH,P1.D,8.86,TRUE
2,1.5,0.5,322,pH,P1.E,8.56,TRUE
2,1.5,0.5,322,pH,P1.F,8.52,TRUE
2,1.5,0.5,322,pH,M,8.54,TRUE
2,1.5,0.5,322,pH,Lined,8.99,TRUE
2,1.5,0.5,322,pH,Unlined,8.62,TRUE
2,1.5,0.5,322,NH4,P2.A,NA,TRUE
2,1.5,0.5,322,NH4,P2.B,NA,TRUE
2,1.5,0.5,322,NH4,P2.C,NA,TRUE
2,1.5,0.5,322,NH4,P1.D,NA,TRUE
2,1.5,0.5,322,NH4,P1.E,NA,TRUE
2,1.5,0.5,322,NH4,P1.F,NA,TRUE
2,1.5,0.5,322,NH4,M,NA,TRUE
2,1.5,0.5,322,NH4,Lined,NA,TRUE
2,1.5,0.5,322,NH4,Unlined,NA,TRUE
2,1.5,0.5,322,NO3,P2.A,26.9,TRUE
2,1.5,0.5,322,NO3,P2.B,13.9,TRUE
2,1.5,0.5,322,NO3,P2.C,17.5,TRUE
2,1.5,0.5,322,NO3,P1.D,8,TRUE
2,1.5,0.5,322,NO3,P1.E,17,TRUE
2,1.5,0.5,322,NO3,P1.F,8.9,TRUE
2,1.5,0.5,322,NO3,M,24.9,TRUE
2,1.5,0.5,322,NO3,Lined,20.8,TRUE
2,1.5,0.5,322,NO3,Unlined,14.7,TRUE
2,1.5,0.5,322,EC,P2.A,495,TRUE
2,1.5,0.5,322,EC,P2.B,215,TRUE
2,1.5,0.5,322,EC,P2.C,329,TRUE
2,1.5,0.5,322,EC,P1.D,450,TRUE
2,1.5,0.5,322,EC,P1.E,431,TRUE
2,1.5,0.5,322,EC,P1.F,470,TRUE
2,1.5,0.5,322,EC,M,413,TRUE
2,1.5,0.5,322,EC,Lined,363,TRUE
2,1.5,0.5,322,EC,Unlined,441,TRUE
2,1.5,0.5,322,P,P2.A,NA,TRUE
2,1.5,0.5,322,P,P2.B,NA,TRUE
2,1.5,0.5,322,P,P2.C,NA,TRUE
2,1.5,0.5,322,P,P1.D,NA,TRUE
2,1.5,0.5,322,P,P1.E,NA,TRUE
2,1.5,0.5,322,P,P1.F,NA,TRUE
2,1.5,0.5,322,P,M,NA,TRUE
2,1.5,0.5,322,P,Lined,NA,TRUE
2,1.5,0.5,322,P,Unlined,NA,TRUE
2,1.5,0.5,322,TC,P2.A,3700000,TRUE
2,1.5,0.5,322,TC,P2.B,4800000,TRUE
2,1.5,0.5,322,TC,P2.C,3000000,TRUE
2,1.5,0.5,322,TC,P1.D,8000000,TRUE
2,1.5,0.5,322,TC,P1.E,3200000,TRUE
2,1.5,0.5,322,TC,P1.F,4800000,TRUE
2,1.5,0.5,322,TC,M,5900000,TRUE
2,1.5,0.5,322,TC,Lined,4350000,TRUE
2,1.5,0.5,322,TC,Unlined,5475000,TRUE
2,1.5,1,322,pH,P2.A,8.75,TRUE
2,1.5,1,322,pH,P2.B,8.89,TRUE
2,1.5,1,322,pH,P2.C,8.3,TRUE
2,1.5,1,322,pH,P1.D,8.9,TRUE
2,1.5,1,322,pH,P1.E,8.45,TRUE
2,1.5,1,322,pH,P1.F,8.59,TRUE
2,1.5,1,322,pH,M,NA,TRUE
2,1.5,1,322,pH,Lined,8.65,TRUE
2,1.5,1,322,pH,Unlined,8.65,TRUE
2,1.5,1,322,NH4,P2.A,NA,TRUE
2,1.5,1,322,NH4,P2.B,NA,TRUE
2,1.5,1,322,NH4,P2.C,NA,TRUE
2,1.5,1,322,NH4,P1.D,NA,TRUE
2,1.5,1,322,NH4,P1.E,NA,TRUE
2,1.5,1,322,NH4,P1.F,NA,TRUE
2,1.5,1,322,NH4,M,NA,TRUE
2,1.5,1,322,NH4,Lined,NA,TRUE
2,1.5,1,322,NH4,Unlined,NA,TRUE
2,1.5,1,322,NO3,P2.A,21.1,TRUE
2,1.5,1,322,NO3,P2.B,18.7,TRUE
2,1.5,1,322,NO3,P2.C,11.6,TRUE
2,1.5,1,322,NO3,P1.D,23.4,TRUE
2,1.5,1,322,NO3,P1.E,13.6,TRUE
2,1.5,1,322,NO3,P1.F,13.8,TRUE
2,1.5,1,322,NO3,M,NA,TRUE
2,1.5,1,322,NO3,Lined,17.13,TRUE
2,1.5,1,322,NO3,Unlined,16.93,TRUE
2,1.5,1,322,EC,P2.A,382,TRUE
2,1.5,1,322,EC,P2.B,401,TRUE
2,1.5,1,322,EC,P2.C,269,TRUE
2,1.5,1,322,EC,P1.D,389,TRUE
2,1.5,1,322,EC,P1.E,433,TRUE
2,1.5,1,322,EC,P1.F,399,TRUE
2,1.5,1,322,EC,M,NA,TRUE
2,1.5,1,322,EC,Lined,350.67,TRUE
2,1.5,1,322,EC,Unlined,407,TRUE
2,1.5,1,322,P,P2.A,NA,TRUE
2,1.5,1,322,P,P2.B,NA,TRUE
2,1.5,1,322,P,P2.C,NA,TRUE
2,1.5,1,322,P,P1.D,NA,TRUE
2,1.5,1,322,P,P1.E,NA,TRUE
2,1.5,1,322,P,P1.F,NA,TRUE
2,1.5,1,322,P,M,NA,TRUE
2,1.5,1,322,P,Lined,NA,TRUE
2,1.5,1,322,P,Unlined,NA,TRUE
2,1.5,1,322,TC,P2.A,4700000,TRUE
2,1.5,1,322,TC,P2.B,3400000,TRUE
2,1.5,1,322,TC,P2.C,17100000,TRUE
2,1.5,1,322,TC,P1.D,19000000,TRUE
2,1.5,1,322,TC,P1.E,7800000,TRUE
2,1.5,1,322,TC,P1.F,3300000,TRUE
2,1.5,1,322,TC,M,NA,TRUE
2,1.5,1,322,TC,Lined,8400000,TRUE
2,1.5,1,322,TC,Unlined,10033333.33,TRUE
